# code	trad	simp_form	layer	freq
wusq	儭	𠋆	0	0
wvgc	鸌	鹱	0	0
wvgd	䳧	𫛺	0	0
wvge	䴋	𫜅	0	0
wvge	裊	袅	0	6474
wvgm	島	岛	0	32728
wvgm	鳧	凫	0	10432
wvgm	鳬	凫	0	0
wvgo	鳥	鸟	0	26638
wvgo	𪈼	𱊜	0	0
wvgs	梟	枭	0	17350
wvgt	𪇳	𪉕	0	0
wvgw	鴃	𫛞	0	6474
wvgw	鴥	𫛣	0	0
wvgx	鴕	鸵	0	15565
wvhl	儘	尽	0	28409
wwga	倫	伦	0	30547
wwgj	儈	侩	0	10432
wwgw	儉	俭	0	19763
wwkb	卻	却	0	32787
wwkn	慾	欲	0	21604
wwko	鵒	鹆	0	0
wwno	𠌥	𠆿	0	0
wwwf	傘	伞	0	21893
wwyk	傖	伧	0	0
wwym	儁	俊	0	16557
wxmc	發	发	0	39492
wyaw	儣	𠆲	0	0
wyco	鴒	鸰	0	0
wycu	隻	只	0	29046
wyjg	儕	侪	0	16064
wymm	雋	隽	0	17526
wyny	僱	雇	0	28581
wyoo	鷦	鹪	0	7978
wypd	進	进	0	37428
wyth	𩀨	𫕚	0	0
wyto	偽	伪	0	24928
wyva	戧	戗	0	0
wyvb	𩛆	𩠂	0	0
wyvb	𩜇	𩠉	0	0
wyvc	飠	饣	0	0
wyvc	𩚥	𩠀	0	0
wyvd	𩚩	𫗡	0	0
wyve	𩛡	𫗨	0	0
wyve	𩝔	𩠋	0	0
wyvf	𩚵	𩠁	0	0
wyvf	𩞯	䭪	0	0
wyvh	傭	佣	0	24870
wyvh	𩜦	𩠆	0	0
wyvj	創	创	0	33060
wyvj	𩜵	𩠊	0	0
wyvj	𩝽	𫗳	0	0
wyvj	𩞄	𩠎	0	0
wyvk	倉	仓	0	26449
wyvn	䭃	𩠈	0	0
wyvo	䭑	𫗱	0	0
wyvo	鶬	鸧	0	0
wyvp	䭀	𩠇	0	0
wyvp	䭔	𫗰	0	0
wyvp	𩟐	𩠅	0	0
wyvq	䬧	𫗟	0	0
wyvr	𩞦	𩠏	0	0
wyvv	𩛌	𫗤	0	0
wyvw	𩛩	𩠃	0	0
wyvy	𩚛	𩟿	0	0
wywc	雙	双	0	31763
xaat	綫	线	0	28176
xahl	繿	䍀	0	0
xahq	纜	缆	0	21112
xajd	縸	𫄲	0	0
xakk	彄	𫸩	0	0
xans	緤	𫄬	0	8533
xbbb	䌰	𦈙	0	0
xbh	鄳	𫑡	3	0
xcjy	強	强	0	34924
xdey	張	张	0	34466
xecl	䋼	𫄮	0	0
xesy	綵	彩	0	17944
xfcl	𦀖	𫄦	0	0
xffq	繞	绕	0	25615
xfke	𦅇	𫄪	0	0
xfke	𦅈	𫄵	0	0
xflm	續	续	0	34841
xfup	繨	𫄤	0	0
xfwk	繬	𫄱	0	0
xfwo	鴇	鸨	0	7310
xgct	緻	致	0	21035
xgig	䋔	𫄞	0	0
xgij	剝	剥	0	22832
xgiu	彔	录	0	10129
xgjf	縳	䌸	0	8780
xgjg	絙	𫄠	0	0
xgjn	繐	𰬸	0	0
xgli	練	练	0	29657
xgmx	纚	𫄥	0	0
xgps	彙	汇	0	23099
xgva	弳	弪	0	0
xgva	經	经	0	37870
xgwq	彌	弥	0	25664
xgwv	㜷	𡝠	0	0
xgwy	瓕	𤦀	0	0
xgxg	䊺	𫄚	0	0
xhk	弔	吊	3	18852
xhnw	眞	真	0	13332
xjaf	彃	𪪼	0	0
xjwo	鴲	𪉆	0	0
xkgv	縷	缕	0	16511
xkkf	彈	弹	0	31094
xkkf	繟	𦈎	0	0
xlff	繹	绎	0	21373
xlsy	綑	捆	0	16488
xlwl	縕	缊	0	0
xlwt	𦃩	𫄯	0	0
xmae	繷	𫄣	0	0
xmee	繃	绷	0	14274
xmgk	絧	𫄡	0	0
xmgv	繩	绳	0	24499
xmum	綱	纲	0	24733
xmun	網	网	0	34589
xmwk	纗	𫄹	0	0
xnhh	緯	纬	0	22635
xnn	糺	𫄙	3	0
xnny	糹	纟	0	0
xpdc	綋	𫟄	0	0
xpgm	繽	缤	0	14408
xpsh	紵	纻	0	7310
xqbt	縐	绉	0	11425
xqky	纔	才	0	13332
xriy	線	线	0	34743
xrxs	樂	乐	0	34049
xtbn	絁	𫄟	0	6474
xtfn	䋃	𫄜	0	0
xtgf	緟	𫟆	0	0
xthh	縰	𫄳	0	0
xtjt	緮	𫄭	0	0
xtln	總	总	0	35636
xtwh	縱	纵	0	26687
xtxu	䋦	𫄩	0	0
xtyb	鄉	乡	0	30104
xtye	饗	飨	0	13622
xtyj	蠁	蚃	0	0
xtyj	響	响	0	33438
xtyk	嚮	向	0	18601
xuaj	織	织	0	31327
xupy	縍	𫄰	0	0
xvcn	絕	绝	0	31611
xvfj	繡	绣	0	20505
xwdy	絥	𫄢	0	0
xwga	綸	纶	0	18289
xwgj	繪	绘	0	26534
xwhs	縧	绦	0	0
xwtf	絍	𫟃	0	0
xwwg	纖	纤	0	22751
xwyn	紟	𫄛	0	0
xxcj	繈	𫄶	0	0
xxdt	幾	几	0	32987
xxg	繩	绳	3	24499
xxgi	綠	绿	0	28264
xxgr	斷	断	0	32344
xxhh	𥾯	𫄝	0	0
xxio	鷥	鸶	0	9796
xxiy	絲	丝	0	28505
xxxn	繼	继	0	33151
xyaw	纊	纩	0	6474
xynd	綟	𫄫	0	0
xyne	𦆲	𫟇	0	0
xywo	鶭	𫛯	0	0
xyxb	孿	孪	0	12665
xyxf	繂	𫄴	0	0
xyxh	縴	纤	0	0
xyxj	蠻	蛮	0	22077
xyxm	巒	峦	0	17164
xyxn	戀	恋	0	26763
xyxo	鸞	鸾	0	15983
xyxq	鑾	銮	0	14819
xyxr	攣	挛	0	12513
xyxs	欒	栾	0	14182
xyxt	變	变	0	34701
xyxv	孌	娈	0	7310
xyxw	臠	脔	0	7310
xyxx	彎	弯	0	23703
yaat	諓	𬣡	0	0
yaco	𪃒	𫛻	0	0
yadr	廝	厮	0	14620
yagf	譁	哗	0	14819
yakk	謳	讴	0	12273
yamb	鄺	邝	0	20015
yamj	𠠎	𠚳	0	0
yamw	廣	广	0	33413
yaoo	鷓	鹧	0	9426
yawc	護	护	0	34165
ybgn	廳	厅	0	30495
ybkf	嚲	亸	0	0
ybmy	離	离	0	34941
ybn	訑	𫍙	3	0
ybwc	廕	荫	0	9967
ybwo	鶉	鹑	0	12879
ycas	棄	弃	0	28819
ydem	顏	颜	0	26646
yder	彥	彦	0	23504
ydfe	誫	𫍨	0	0
ydfn	誇	夸	0	21962
ydht	廈	厦	0	27795
ydjn	䛳	𫍫	0	0
ydtg	產	产	0	35270
yfcy	詓	𫍜	0	0
yffq	譊	𫍢	0	0
yfje	廟	庙	0	26351
yfjf	講	讲	0	30771
yfkf	廚	厨	0	25035
yfkk	譆	𫍻	0	0
yflm	讀	读	0	30527
yfnf	譸	诪	0	0
yfny	誌	志	0	27878
yfwe	褻	亵	0	20228
yfwk	廧	𪪞	0	0
yfwo	𪁈	𪉉	0	0
ygct	𧩼	𫍶	0	0
ygqt	謸	𫍵	0	0
yhad	讞	谳	0	14087
yhag	謯	𫍹	0	0
yhal	廬	庐	0	19303
yhg	訨	𫟞	3	0
yido	鷲	鹫	0	14452
yimt	廠	厂	0	29818
yipo	讜	谠	0	9426
yiqn	誂	𫍥	0	0
yjdg	齏	齑	0	9426
yjf	齊	齐	3	29356
yjfe	裏	里	0	28233
yjiu	齋	斋	0	22679
yjmu	齎	赍	0	13784
ykgv	謱	𫍴	0	0
ykkf	譂	𫟠	0	0
ykks	譟	噪	0	12102
ylff	譯	译	0	29264
ylkn	氈	毡	0	15668
ylko	鸇	鹯	0	0
ylkt	稟	禀	0	20876
ylny	諰	𫍰	0	0
ylqy	畝	亩	0	23166
ymae	譨	𫍦	0	0
ymdj	諯	𫍱	0	0
ymjk	廁	厕	0	23769
ymnk	諣	𫍩	0	0
ymtj	諷	讽	0	23466
ymun	誷	𫍬	0	0
ynbm	誳	𫍮	0	0
ynem	顅	𫖶	0	0
ynhh	諱	讳	0	21800
ynjf	塵	尘	0	24418
ynjt	慶	庆	0	29337
ynkt	啟	启	0	30234
ynny	誋	𫍪	0	0
yntk	啓	启	0	20228
ynwm	顧	顾	0	31225
ypd	這	这	3	38585
ypfi	誴	𫟡	0	0
ypns	𧭈	𫍾	0	0
ypsh	詝	𬣞	0	8267
yptl	讅	谉	0	0
ypxn	詑	𫍡	0	0
yqbn	䛄	𫍠	0	0
yqbt	謅	诌	0	0
yqky	讒	谗	0	15115
yqot	㢝	𢋈	0	0
yqrm	謠	谣	0	22842
yrlo	廡	庑	0	11425
yrqc	謉	𫍷	0	0
yshd	廂	厢	0	24247
ysmy	䜖	𫟢	0	0
yssc	麽	么	0	20166
yssx	麼	么	0	30723
ysww	誺	𫍧	0	0
ytan	託	托	0	24898
ytbn	𧦧	𫍟	0	0
ytbp	遊	游	0	33418
ytdk	㢗	𪪑	0	0
ytdk	譑	𫍤	0	0
ytdy	訞	𫍚	0	6474
ytfm	讚	赞	0	26924
ytgf	諥	𫍳	0	0
ytlt	𧫝	𫍺	0	0
ytno	為	为	0	41978
ytrh	旂	旗	0	9541
ytto	鷟	𬸦	0	6474
ytuh	𧦝	𫍞	0	0
yuaj	識	识	0	31628
yued	龐	庞	0	25402
yuen	譾	谫	0	0
yufh	詊	𫟟	0	0
yugt	議	议	0	36231
yujf	𧬤	𫍼	0	0
yuqk	諮	咨	0	24824
yuvg	𧩕	𫍭	0	0
yvac	譭	毁	0	7310
yvcc	廄	厩	0	9426
yvuf	齊	齐	0	29356
yvwo	鶊	鹒	0	0
yvyh	譅	𰶎	0	0
yvyn	認	认	0	35596
ywga	論	论	0	34507
ywgl	諡	谥	0	20742
ywgu	證	证	0	33541
ywkq	說	说	0	36639
ywu	於	于	3	40480
ywuy	於	于	0	40480
ywvn	訜	𫍛	0	0
ywvo	鳼	𪉃	0	0
ywwn	應	应	0	36252
ywwo	鷹	鹰	0	24141
ywwy	雜	杂	0	29555
ywxc	廢	废	0	28153
yxph	牽	牵	0	25332
yxtn	甕	瓮	0	14319
yxxt	譏	讥	0	18261
yygg	訁	讠	0	0
yygg	註	注	0	26586
yyke	讓	让	0	34013
yylt	廩	廪	0	12665
yyni	詠	咏	0	23945
yynn	謆	𫍸	0	0
